598,Outline,Rachel Cusk,2014
599,Little Disturbances,Grace Paley,1959
600,Howl and Other Poems,Allen Ginsberg,1956
601,Daniel Deronda ,George Eliot,1876
602,Tartuffe,Molière,1664
603,Fortunata and Jacinta,Benito Pérez Galdós,1887
604,Sanctuary,William Faulkner,1931
605,"Charlie And The Chocolate Factory,",Roald Dahl,1964
606,Jakob Von Gunten,Robert Walser,1909
607,Long Day's Journey Into Night,Eugene O'Neill,1956
608,Ada or Ardor,Vladimir Nabokov,1969
609,The Golden Bowl,Henry James,1904
610,Lyrical Ballads,"William Wordsworth, Samuel Taylor Coleridge",1798
611,Everything Is Illuminated,Jonathan Safran Foer,2002
612,The Year of the Death of Ricardo Reis,José Saramago,1984
613,The Burning Plain and Other Stories,Juan Rulfo,1953
614,The Shipyard,Juan Carlos Onetti,1961
615,Three Trapped Tigers,Guillermo Cabrera Infante,1967
616,Freedom: A Novel,Jonathan Franzen,2010
617,The Garden of the Finzi-Continis,Giorgio Bassani,1962
618,The Time of the Hero,Mario Vargas Llosa,1963
619,Hawaii,James Albert Michener,1959
620,The Sellout,Paul Beatty,2015
621,Snow,Orhan Pamuk,2002
622,The Blue Flower,Penelope Fitzgerald,1997
623,How to be both,Ali Smith,2014
624,A Wizard of Earthsea,Ursula K. Le Guin,1968
625,Paddy Clarke Ha Ha Ha,Roddy Doyle,1993
626,Tales of the South Pacific,James A. Michener,1947
627,Snow Crash ,Neal Stephenson,1992
628,Adolphe,Benjamin Constant,1816
629,The Bridge of San Luis Rey,Thornton Wilder,1927
630,Utopia,Thomas More,1516
631,History,Elsa Morante,1974
632,Tristan,Gottfried von Strassburg,1210
633,The Flamethrowers: A Novel,Rachel Kushner,2013
634,Housekeeping,Marilynne Robinson,1980
635,Decline and Fall,Evelyn Waugh,1928
636,Mother's Milk,Edward St Aubyn,2005
637,Bel Canto,Ann Patchett,2001
638,Life Is a Dream,Pedro Calderón de la Barca,1635
639,Anne of Green Gables,Lucy Maud Montgomery,1908
640,The Poems of Francois Villon,François Villon,1463
641,Interpreter of Maladies,Jhumpa Lahiri,2000
642,Collected Poems,Stéphane Mallarmé,1898
643,Tales of the City,Armistead Maupin,1978
644,Twilight,Stephenie Meyer,2005
645,Waiting,Ha Jin,1999
646,The Complete Poetry and Selected Prose of John Donne,John Donne,1631
647,Master and Commander,Patrick O'Brian,1969
648,Murder on the Orient Express,Agatha Christie,1934
649,The Swimming-Pool Library,Alan Hollinghurst,1988
650,Interview with the Vampire,Anne Rice,1976
651,Peter Pan,J. M. Barrie,1902
652,Beowulf,Unknown,900
653,Dinner at the Homesick Restaurant,Anne Tyler,1982
654,Appointment in Samarra,John O'Hara,1934
655,Kokoro,Sōseki Natsume,1914
656,Cancer Ward,Aleksandr Solzhenitsyn,1967
657,First Circle,Aleksandr Solzhenitsyn,1968
658,The Go-Between,L. P. Hartley,1953
659,Platero,Juan Ramón Jiménez,1914
660,Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa,1915
661,Romance of the Three Kingdoms,Guanzhong Luo,1301
662,Salvage the Bones: A Novel,Jesmyn Ward,2011
663,Ironweed,William Kennedy,1983
664,The Prophet,Kahlil Gibran,1923
665,Lazarillo de Tormes,Unknown,1554
666,The Shell Seekers,Rosamunde Pilcher,1987
667,Sense and Sensibility,Jane Austen,1811
668,The Sheltering Sky ,Paul Bowles,1949
669,Like Water For Chocolate,Laura Esquivel,1989
670,East of Eden,John Steinbeck,1952
671,Alcools,Guillaume Apollinaire,1913
672,Excellent Women,Barbara Pym,1952
673,At Swim Two-Birds,Flann O'Brien,1939
674,The Prince of Tides,Pat Conroy,1986
675,Cold Sassy Tree,Olive Ann Burns,1984
676,A Christmas Carol,Charles Dickens,1843
677,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824
678,The Buddha of Suburbia,Hanif Kureishi,1990
679,JR,William Gaddis,1975
680,There But For The,Ali Smith,2011
681,House with the Blind Glass Windows,Herbjørg Wassmo,
682,The Red Room,August Strindberg,1879
683,Hemsöborna,August Strindberg,1887
684,The Unknown Soldier,Väinö Linna,1954
685,The Christmas Oratorio,Göran Tunström,
686,Barabbas,Par Lagerkvist,1950
687,The Lost Steps,Alejo Carpentier,
688,Simon and the Oaks,Marianne Fredriksson,1985
689,The Alberta Trilogy,Cora Sandel,1926
690,Zuleika Dobson,Max Beerbohm,1911
691,The Country of the Pointed Firs,Sarah Orne Jewett,1896
692,Romeo and Juliet,William Shakespeare,1597
693,Gimpel the Fool,Isaac B Singer,1957
694,The Accidental Tourist,Anne Tyler,1985
695,The Monkey Wrench Gang,Edward Abbey,1975
696,Uncle Vanya,Anton Chekhov,1899
697,Little Dorrit,Charles Dickens,1857
698,Manon Lescaut,Abbe Prevost,1731
699,Ben-Hur,Lew Wallace,1880
700,High Fidelity,Nick Hornby,1995
701,Deliverance ,James Dickey,1970
702,True History of the Kelly Gang,Peter Carey,2000
703,Annie John,Jamaica Kincaid,1985
704,Thousand Cranes,Yasunari Kawabata,1952
705,Smilla's Sense of Snow: A Novel,Peter Høeg,1992
706,Hyperion,Friedrich Holderlin,1797
707,"If Not Now, When?",Primo Levi,1982
708,Embers,Sandor Marai,1942
709,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,1668
710,The Life and Opinions of the Tomcat Murr,E. T. A. Hoffmann,1819
711,The Reader,Bernhard Schlink,1995
712,Elective Affinities,Johann Wolfgang von Goethe,1809
713,Green Henry,Gottfried Keller,1855
714,The Country Girls,Edna O'Brien,1960
715,Fugitive Pieces,Anne Michaels,1996
716,Fateless,Imre Kertész,1975
717,Les Enfants Terribles,Jean Cocteau,1929
718,Jealousy: A Novel,Alain Robbe-Grillet,1957
719,Saturday Night and Sunday Morning,Alan Sillitoe,1958
720,The Tenant of Wildfell Hall,Anne Brontë,1848
721,Growth of the Soil,Knut Hamsun,1920
722,The Stechlin,Theodor Fontane,1899
723,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,1826
724,Earthly Powers,Anthony Burgess,1980
725,Platform,Michel Houellebecq,2002
726,Varieties of Disturbance: Stories,Lydia Davis,2007
727,The Wapshot Chronicle,John Cheever,1967
728,The Fault in Our Stars,John Green,2012
729,Another Country,James Baldwin,1962
730,The Sirens of Titan,Kurt Vonnegut,1959
731,1Q84,Haruki Murakami,2009
732,The Goldfinch,Donna Tartt,2013
733,Time and Again,Jack Finney,1970
734,"I, Robot",Isaac Asimov,1950
735,Diary of a Madman and Other Stories,Xun Lu,1918
736,Robert Browning's Poetry,Robert Browning,1889
737,The African Child,Camara Laye,1953
738,The Passion,Jeanette Winterson,1987
739,What Is the What,Dave Eggers,2006
740,The Plot Against America,Philip Roth,2004
741,Sula,Toni Morrison,1973
742,Angle of Repose,Wallace Stegner,1971
743,The Left Hand Of Darkness,Ursula K. Le Guin,1969
744,The Sympathizer,Viet Thanh Nguyen,2015
745,My Name is Red,Orhan Pamuk,2001
746,God's Bits of Wood,Ousmane Sembène,1960
747,My Name Is Aram,William Saroyan,1940
748,Of Love and Shadows,Isabel Allende,1984
749,Woman at Point Zero,Nawal El Saadawi,1973
750,Fragments,Heraclitus,-475
751,Life After Life,Kate Atkinson,2013
752,"Are You There God? It's Me, Margaret",Judy Blume,1970
753,The Thinking Reed,Rebecca West,1936
754,A Brief History of Seven Killings,Marlon James,2014
755,The Man in the High Castle,Philip K. Dick,1962
756,The Magnificent Ambersons ,Booth Tarkington,1918
757,The Famished Road,Ben Okri,1991
758,Harry Potter and the Goblet of Fire ,J. K. Rowling,2000
759,Dog Soldiers ,Robert Stone,1974
760,Goodnight Moon,Margaret Wise Brown,
761,Selected Stories of Lu Hsun,Xun Lu,1936
762,The Maias: Episodes from Romantic Life,Eça de Queirós,1888
763,Krapp's Last Tape,Samuel Beckett,1958
764,The Transit of Venus,Shirley Hazzard,1980
765,The Golden Ass (Metamorphoses): Or Metamorphoses,Apuleius,180
766,Written on the Body,Jeanette Winterson,1993
767,Studs Lonigan,James T. Farrell,1935
768,July's People,Nadine Gordimer,1981
769,Bérénice,Jean Racine,1670
770,Flaubert's Parrot,Julian Barnes,1984
771,My Brilliant Friend,Elena Ferrante,2011
772,The Radiant Way,Margaret Drabble,1987
773,The Amber Spyglass,Philip Pullman,2000
774,Lost Horizon,James Hilton,1933
775,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,1940
776,Oryx and Crake,Margaret Atwood,2003
777,The Collected Stories of Isaac Babel,Isaac Babel,1955
778,Fingersmith,Sarah Waters,2002
779,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1991
780,The Marriage Of Cadmus And Harmony,Roberto Calasso,1988
781,Billy Budd,Herman Melville,1924
782,Omeros,Derek Walcott,1990
783,A Lost Lady,Willa Cather,1923
784,Nectar in a Sieve,Kamala Markandaya,1954
785,Citizen: An American Lyric,Claudia Rankine,2014
786,Harry Potter and the Deathly Hallows,J. K. Rowling,2007
787,Cranford,Elizabeth Gaskell,1851
788,The Curious Incident of the Dog in the Night-time,Mark Haddon,2003
789,The Lady with the Dog,Anton Chekhov,1899
790,Vernon God Little,DBC Pierre,2003
791,The Gathering,Anne Enright,2006
792,G.,John Berger,1972
793,"How Late It Was, How Late",James Kelman,1994
794,The Old Devils,Kingsley Amis,1986
795,Mao II,Don DeLillo,1991
796,In a Free State,V. S. Naipaul,1971
797,The Sea,John Banville,2005
798,The Fortress of Solitude,Jonathan Lethem,2003
799,A Thousand Splendid Suns,Khaled Hosseini,2007
800,Balzac and the Little Chinese Seamstress,Dai Sijie,2000
801,The Clan of the Cave Bear,Jean M. Auel,1980
802,Wittgenstein's Mistress,David Markson,1988
803,The Fixer,Bernard Malamud,1966
804,Harry Potter and the Half-Blood Prince,J. K. Rowling,2005
805,The Pillars Of The Earth,Ken Follett,1989
806,Red Harvest ,Dashiell Hammett,1929
807,Pastoralia,George Saunders,2000
808,Amerika,Franz Kafka,1927
809,Harry Potter And The Prisoner Of Azkaban,J. K. Rowling,1999
810,Harry Potter And The Chamber Of Secrets,J. K. Rowling,1998
811,Harry Potter and the Order of the Phoenix,J. K. Rowling,2003
812,Richard III,William Shakespeare,1592
813,Lanark ,Alasdair Gray,1981
814,The Kreutzer Sonata: And Other Stories,Leo Tolstoy,1889
815,The Elementary Particles,Michel Houellebecq,1998
816,A Violent Life,Pier Paolo Pasolini,1959
817,Home and the World,Rabindranath Tagore,1916
818,The Castle of Otranto: A Gothic Story,Horace Walpole,1764
819,Love in a Cold Climate,Nancy Mitford,1949
820,Blindness,Henry Green,1926
821,Junky,William S. Burroughs,1953
822,Living,Henry Green,1929
823,Against Nature,J. K. Huysmans,1884
824,A Severed Head,Iris Murdoch,1961
825,"Bless Me, Ultima",Rudolfo Anaya,1972
826,The Importance of Being Earnest,Oscar Wilde,1895
827,The Moor's Last Sigh,Salman Rushdie,1995
828,Endgame,Samuel Beckett,1957
829,Ender's Game,Orson Scott Card,1980
830,The Neapolitan Novels,Elena Ferrante,2012
831,How Should a Person Be?,Sheila Heti,2010
832,The Unconsoled,Kazuo Ishiguro,1995
833,Tell Me a Riddle,Tillie Olsen,1961
834,Three Lives,Gertrude Stein,1909
835,Poems of Rumi,Jalāl al-Dīn Rūmī (Maulana),1273
836,The Fall,Albert Camus,1956
837,Bartleby & Co,Enrique Vila-Matas,2004
838,Professor Unrat,Heinrich Mann,1905
839,The German Lesson,Siegfried Lenz,1968
840,The Discovery of Heaven,Harry Mulisch,1992
841,The Recognition of Sakuntala,Kālidāsa,-200
842,A Tale of Love and Darkness,Amos Oz,2002
843,A Fable,William Faulkner,1954
844,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe,1796
845,Norwegian Wood,Haruki Murakami,1987
846,The Colour of Magic,Terry Pratchett,1983
847,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982
848,The Royal Game,Stefan Zweig,1942
849,Auto Da Fé,Elias Canetti,1935
850,Michael Kohlhaas,Heinrich von Kleist,1810
851,Effi Briest,Theodor Fontane,1896
852,I Capture the Castle,Dodie Smith,1934
853,The Underground Railroad,Colson Whitehead,2016
854,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1976
855,Fifth Business,Robertson Davies,1970
856,The Making of Americans,Gertrude Stein,1925
857,Belle du Seigneur,Albert Cohen,1968
858,LaBrava,Elmore Leonard,1983
859,Under Satan's Sun,Georges Bernanos,1926
860,A Ghost at Noon,Alberto Moravia,1954
861,Nightwood,Djuna Barnes,1936
862,The Ragged Trousered Philanthropists,"Robert Tressell, Peter Miles",1914
863,The Lost Honour of Katharina Blum,Heinrich Böll,1974
864,The Opposing Shore,Julien Gracq,1951
865,The Ravishing of Lol Stein,Marguerite Duras,1964
866,The Water Margin: Outlaws of the Marsh,Shi Naian,1127
867,The Third Policeman,Flann O'Brien,1967
868,The Bluest Eye,Toni Morrison,1970
869,Oroonoko,Aphra Behn,1689
870,In Watermelon Sugar,Richard Brautigan,1968
871,Hadrian the Seventh,Frederick Rolfe,1904
872,The Heat of the Day,Elizabeth Bowen,1948
873,Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady ,Anita Loos,1925
874,The Dispossessed,Ursula K. Le Guin,1974
875,Foucault's Pendulum,Umberto Eco,1988
876,The Art of Fielding,Chad Harbach,2011
877,Watt,Samuel Beckett,1953
878,The Yearling,Marjorie Kinnan Rawlings,1938
879,The Narrow Road to the Deep North,Matsuo Bashō,1689
880,The Warden,Anthony Trollope,1855
881,The Selected Works of Cesare Pavese,Cesare Pavese,
882,The Crucible,Arthur Miller,1953
883,Giants in the Earth,Ole Edvart Rolvaag,1927
884,Riders of the Purple Sage,Zane Grey,1912
885,Collected Poems,Arthur Rimbaud,1954
886,Mating,Norman Rush,1990
887,The Complete Poetry and Essential Prose of John Milton,John Milton,1674
888,The Misanthrope,Molière,1673
889,Twice-Told Tales,Nathaniel Hawthorne,1837
890,Independence Day,Richard Ford,1995
891,The Outsiders,S. E. Hinton,1967
892,The Poems of Walt Whitman,Walt Whitman,1892
893,The Da Vinci Code,Dan Brown,2006
894,Old Filth,Jane Gardam,2004
895,The Collected Works of St. John of the Cross,St. John of the Cross,1618
896,The Mists of Avalon,Marion Zimmer Bradley,1983
897,Dept. of Speculation,Jenny Offill,2014
898,Outlander,Diana Gabaldon,1991
899,Mumbo Jumbo,Ishmael Reed,1972
900,The Horse's Mouth,Joyce Cary,1944
901,Never Mind,Edward St Aubyn,1992
902,At Last,Edward St Aubyn,2012
903,Some Hope,Edward St Aubyn,1994
904,Bad News,Edward St Aubyn,1992
905,Collected Works of Edna St. Vincent Millay,Edna St. Vincent Millay,1950
906,Le Cid,Pierre Corneille,1637
907,The Slaves of Solitude,Patrick Hamilton,1947
908,Asymmetry,Lisa Halliday,2018
909,Forbidden Colours,Yukio Mishima,1951
910,Mortals,Norman Rush,2003
911,Fables of La Fontaine,Jean de La Fontaine,1694
912,Petrarch's Songbook,Francesco Petrarca,1374
913,Family Sayings,Natalia Ginzburg,1963
914,The Faerie Queene,Edmund Spenser,1590
915,The Complete Poems of Samuel Taylor Coleridge,Samuel Coleridge,1834
916,Legends of The Fall,Jim Harrison,1979
917,The Lottery and Other Stories,Shirley Jackson,1949
918,Collected Stories,William Somerset Maugham,1965
919,American Genius: A Comedy,Lynne Tillman,2006
920,Saint Joan,George Bernard Shaw,1923
921,The Master Builder,Henrik Ibsen,1892
922,The Wild Duck,Henrik Ibsen,1885
923,El Buscón,Francisco de Quevedo,1626
924,Cannery Row,John Steinbeck,1945
925,Gaudy Night,Dorothy L Sayers,1935
926,The Horse Whisperer,Nicholas Evans,1995
927,Phaedrus,Plato,-370
928,One Hundred and One Poems by Paul Verlaine,Paul Verlaine,1999
929,"Goodbye, Columbus",Philip Roth,1959
930,A Streetcar Named Desire,Tennessee Williams,1947
931,The Interior Castle,Teresa of Avila,1577
932,From Here to Eternity ,James Jones,1951
933,Last Orders,Graham Swift,1996
934,Selected Poems,Pierre Ronsard,1585
935,The Confessions of Nat Turner,William Styron,1967
936,Suttree,Cormac McCarthy,1979
937,Poems of Friedrich Hölderlin,Friedrich Holderlin,1843
938,"Twelfth Night: Or, What You Will",William Shakespeare,1602
939,The Emigrants,Winfried Georg Sebald,1992
940,Les Filles du feu,Gerard de Nerval,1854
941,Going After Cacciato,Tim O'Brien,1979
942,Preparation for the Next Life,Atticus Lish,2015
943,Soledades,Luis de Góngora,1613
944,The Book of the City of Ladies,Christine De Pizan,1405
945,The Great Fire,Shirley Hazzard,2003
946,Bostan,Saadi,1257
947,Njal's Saga,Iceland,1200
948,Masnavi,Jalal al-Din Muhammad Rumi,1250
949,Daphnis and Chloe,Longus,200
950,Poems of Eugenio Montale,Eugenio Montale,1975
951,Children of Gebelawi,Naguib Mahfouz,1059
952,The Sound of the Mountain,Yasunari Kawabata,1970
953,Poems,Paul Celan,2001
954,Parzival,Wolfram Eschenbach,1200
955,The Complete Writings of Alfred de Musset,Alfred de Musset,1857
956,A High Wind in Jamaica,Richard Hughes,1929
957,The Van,Roddy Doyle,1991
958,Song of Songs,Christian Church,
959,Sóngoro cosongo,Nicolás Guillén,1931
960,Curial e Güelfa,Anonymous,
961,The Black Prince,Iris Murdoch,1973
962,Pigs in Heaven,Barbara Kingsolver,1993
963,The Collected Poems of William Carlos Williams: 1909-1939,William Carlos Williams,1939
964,Days Without End,Sebastian Barry,2016
965,"The Figaro Trilogy: The Barber of Seville, The Marriage of Figaro, The Guilty Mother",Pierre-Augustin Caron de Beaumarchais,1792
966,The Girl with the Dragon Tattoo,Stieg Larsson,2005
967,Eye Of The Needle,Ken Follett,1978
968,She Stoops to Conquer,Oliver Goldsmith,1773
969,Stories of Washington Irving,Washington Irving,1859
970,"Germany, a Winter Tale",Heinrich Heine,1844
971,Les Tragiques,Agrippa d'Aubigné,1616
972,Les Destinées,Alfred de Vigny,1864
973,Betrayed by Rita Hayworth,Manuel Puig,1968
974,La siesta de M. Andesmas,Marguerite Duras,1964
975,Calila e Dimna,Anonymous,1251
976,Coplas por la muerte de su padre,Jorge Manrique,1476
977,The Way of a Pilgrim,Anonymous,
978,Ubu Roi,Alfred Jarry,1896
979,Sir Gawain and the Green Knight,Simon Armitage,2007
980,The Collected Works of Paul Valéry,Paul Valéry,1945
981,Daisy Miller,Henry James,1878
982,The Return of the Native,Thomas Hardy,1878
983,Lunch Poems,Frank O'Hara,1964
984,The Hamlet,William Faulkner,1940
985,The Complete Poetry of César Vallejo,César Vallejo,1979
986,Conversation in the Cathedral,Mario Vargas Llosa,1969
987,Carmen,Prosper Mérimée,1845
988,Sabbath's Theater,Philip Roth,1995
989,The Poems of Percy Bysshe Shelley ,Percy Bysshe Shelley,1822
990,Homegoing,Yaa Gyasi,2016
991,The Wanderer,Henri Alain-Fournier,1913
992,Trainspotting,Irvine Welsh,1993
993,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,2006
994,Marivaux: Three Plays,Pierre Carlet de Chamblain de Marivaux,1763
995,The Beauty Of The Husband,Anne Carson,2001
996,La légende des siècles,Victor Hugo,1859
997,Zazie in the Metro,Raymond Queneau,1959
998,Sandman,Neil Gaiman,1991
999,Elizabeth Costello,J M Coetzee,2003
1000,Poems,Miguel de Unamuno,
1001,Gospels,Various Authors,66
1002,Guzmán de Alfarache,Mateo Alemán,1599
1003,The Children of Men,P. D. James,1992
1004,Kane and Abel,Jeffrey Archer,1979
1005,Poems of Pablo Neruda,Pablo Neruda,1975
1006,Los lanzallamas,Roberto Arlt,1931
1007,The Last Books of Hector Viel Temperley,Hector Viel Temperley,1982
1008,Manhattan Transfer,John Dos Passos,1925
1009,Little House on the Prairie,Laura Ingalls Wilder,
1010,Calligrammes,Guillaume Apollinaire,1918
1011,Unless,Carol Shields,2002
1012,American Tabloid,James Ellroy,1995
1013,Residence on Earth,Pablo Neruda,1933
1014,Trilce,César Vallejo,1922
1015,The Poems of Jaime Gil de Biedma,Jaime Gil de Biedma,1982
1016,Rimas,Gustavo Adolfo Bécquer,1850
1017,Juan De Mairena,Antonio Machado,1936
1018,The Hardy Boys,Franklin W. Dixon,1927
1019,The Manticore,Robertson Davies,1972
1020,Lad: a Dog,Albert Payson Terhune,1919
1021,Nero Wolfe,Rex Stout,1934
1022,The Progress of Love,Alice Munro,1986
1023,World of Wonders,Robertson Davies,1975
1024,Death on Credit,Louis-Ferdinand Céline,1936
1025,Mrs. Bridge,Evan S. Connell,1959
1026,The Poetry of Derek Walcott 1948-2013,Derek Walcott,2013
1027,Kolyma Tales,Varlan Shalanov,1954
1028,The Complete Poems,Philip Larkin,1985
1029,We Have Always Lived in the Castle,Shirley Jackson,1962
1030,Complete Stories,Dorothy Parker,1967
1031,Mr Bridge,Evan S. Connell,1969
1032,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,1973
1033,Collected Stories,Raymond Chandler,2009
1034,The First Man,Albert Camus,1994
1035,Demian,Hermann Hesse,1919
1036,Mortal y rosa,Francisco Umbral,1975
1037,Sonnets,Julián Olivares,1625
1038,Poems of Góngora,Luis de Góngora,1600
1039,Last Evenings with Teresa,Juan Marse,1965
1040,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,1977
1041,Illuminations,Arthur Rimbaud,1886
1042,Bohemian Lights,Ramón del Valle-Inclán,1924
1043,The Shadow Line,Joseph Conrad,1917
1044,"Spain, Take This Chalice from Me",César Vallejo,1937
1045,"Three plays: The hostage, Crusts, The humiliation of the father",Paul Claudel,1955
1046,Wry-Blue Loves: Les Amours Jaunes,Tristan Corbière,1873
1047,Les Contemplations,Victor Hugo,1856
1048,La Nuit obscure,Jean de la Croix,
1049,Poetry,Quintus Lutatius Catulus,
1050,The Diary of a Country Priest,Georges Bernanos,1936
1051,The Jungle Book,Rudyard Kipling,1894
1052,Ellen Foster,Kaye Gibbons,1987
1053,Villette,Charlotte Bronte,1853
1054,"Sing, Unburied, Sing",Jesmyn Ward,2017
1055,Brick Lane,Monica Ali,2003
1056,War and Remembrance,Herman Wouk,1978
1057,The Violent Bear It Away,Flannery O'Connor,1960
1058,Centennial,James A. Michener,1974
1059,The Mandarins,Simone de Beauvoir,1954
1060,Chaka, Thomas Mofolo,
1061,The Bells of Basel,Louis Aragon,1934
1062,The Parable of the Blind,Gert Hofmann,1985
1063,News from Nowhere,William Morris,1890
1064,The Man of Feeling, Henry Mackenzie,1771
1065,Nada,Carmen Laforet,1945
1066,Kitchen,Banana Yoshimoto,1987
1067,Cigarettes,Harry Mathews,1987
1068,Waterland,Graham Swift,1983
1069,Billy Liar, Keith Waterhouse,1959
1070,A Dry White Season, Andre Brink,1979
1071,The History of the Siege of Lisbon,José Saramago,1989
1072,Miramar,Naguib Mahfouz,1967
1073,The Afternoon of a Writer,Peter Handke,1987
1074,The Hive, Camilo José Cela,1951
1075,"W, or the Memory of Childhood",Georges Perec,1975
1076,The Enormous Room,E. E. Cummings,1922
1077,The Bell,Iris Murdoch,1958
1078,"Couples, Passersby",Botho Strauß,1981
1079,Willard and His Bowling Trophies: A Perverse Mystery,Richard Brautigan,1975
1080,The Late-night News,Petros Markaris,1995
1081,Reasons to Live,Amy Hempel,1985
1082,The Enchanted Wanderer,Nikolai Leskov,1873
1083,Hallucinating Foucault,Patricia Duncker,1996
1084,Forever a Stranger,Hella S. Haasse,1996
1085,Fall On Your Knees,Ann-Marie MacDonald,1996
1086,The Blind Owl,Ṣādiq Hidāyat,1937
1087,Giles Goat-Boy,John Barth,1966
1088,The Diviners, Margaret Laurence,1974
1089,The Swarm,Frank Schatzing,2004
1090,Z,Vassilis Vassilikos,1967
1091,Viper’s Tangle,François Mauriac,1952
1092,Pereira Maintains,Antonio Tabucchi,1994
1093,The Fruits of the Earth,André Gide,1897
1094,Cause for Alarm,Eric Ambler,1938
1095,Sandokan,Emilio Salgari,1900
1096,What Maisie Knew,Henry James,1897
1097,The Honorary Consul,Graham Greene,1973
1098,Under the Skin,Michel Faber,2000
1099,Dangling Man,Saul Bellow,1944
1100,Midaq Alley,Naguib Mahfouz,1947
1101,Contact,Carl Sagan,1985
1102,A Light Comedy,Eduardo Mendoza,1996
1103,Extinction,Thomas Bernhard,1986
1104,The Book about Blanche and Marie,Per Olov Enquist,2004
1105,The History of Love,Nicole Krauss,
1106,Heartbreak Tango,Manuel Puig,1969
1107,The Twilight Years,Sawako Ariyoshi,1972
1108,The Street of Crocodiles,Bruno Schulz,1934
1109,The Tree of Man,Patrick White,1955
1110,The Nun,Denis Diderot,1796
1111,Forest of the Hanged,Liviu Rebreanu,1922
1112,The Magician of Lublin,Isaac Bashevis Singer,1960
1113,The Crime of Father Amaro,Eça de Queirós,1875
1114,Eclipse of the Crescent Moon,Géza Gárdonyi,1899
1115,The deadbeats: a novel,Ward Ruyslinck,1957
1116,Arcanum 17,André Breton,1945
1117,Anagrams,Lorrie Moore,1986
1118,Obabakoak, Bernardo Atxaga,1989
1119,The Triple Mirror of the Self,Zulfikar Ghose,1992
1120,The Busconductor Hines,James Kelman,1984
1121,Black Box,Amos Oz,1987
1122,Luka,Antun Šoljan,1974
1123,Group Portrait with Lady,Heinrich Böll,1971
1124,The Grass Is Singing,Doris Lessing,1950
1125,Cost,Roxana Robinson,2008
1126,North and South,Elizabeth Gaskell,1854
1127,I Malavoglia,Giovanni Verga,1881
1128,The Well of Loneliness,Radclyffe Hall,1928
1129,Back,Henry Green,1946
1130,The First Garden,Anne Hébert,1988
1131,Heavy Wings,Zhang Jie,1981
1132,Land,Kyŏng-ni Pak,1994
1133,Story of O,Pauline Reage,1954
1134,Closely Watched Trains,Bohumil Hrabal,1965
1135,Halftime,Martin Walser,1960
1136,Compassion,Benito Pérez Galdós,1897
1137,A Town Like Alice,Nevil Shute,1950
1138,Conversations in Sicily,Elio Vittorini,1941
1139,Get Shorty,Elmore Leonard,1990
1140,The Book of Daniel,E. L. Doctorow,1971
1141,"Gabriela, Clove and Cinnamon",Jorge Amado,1958
1142,Shame,Salman Rushdie,1983
1143,Uncle Silas,Sheridan Le Fanu,1864
1144,The Bitter Glass,Eilís Dillon,1958
1145,The Case Worker,György Konrád,1969
1146,Marks of Identity,Juan Goytisolo,1966
1147,House Mother Normal,B. S. Johnson,1971
1148,The Left-Handed Woman,Peter Handke,1976
1149,Tarr, Wyndham Lewis,1918
1150,A Ballad for Georg Henig, Viktor Paskov,1987
1151,"Garden, Ashes",Danilo Kiš,1965
1152,Untouchable,Mulk Raj Anand,1935
1153,A World for Julius,Alfredo Bryce Echenique,1970
1154,Under the Yoke,Ivan Vazov,1888
1155,A Gate at the Stairs,Lorrie Moore,2009
1156,A Day in Spring,Ciril Kosmač,1954
1157,"The History of Rasselas, Prince of Abissinia","Samuel Johnson, Abraham Raimbach, Robert Smirke",1759
1158,Death and the Dervish,Meša Selimović,1966
1159,Gösta Berling's Saga,Selma Lagerlöf,1891
1160,Rickshaw Boy,Lao She,1936
1161,Dog Years,Günter Grass,1963
1162,The Nine Tailors,Dorothy L Sayers,1934
1163,"The Water-Babies, A Fairy Tale for a Land Baby",Charles Kingsley,1863
1164,Arrow of God,Chinua Achebe,1964
1165,Girl With Green Eyes,Edna O'Brien,1962
1166,The Third Wedding,Kōstas Tachtsēs,1963
1167,Bel Ami,Guy de Maupassant,1885
1168,Myra Breckinridge,Gore Vidal,1968
1169,Absolute Beginners,Colin MacInnes,1959
1170,Journey to the Center of the Earth,Jules Verne,1864
1171,"Nip the Buds, Shoot the Kids",Kenzaburō Ōe,1958
1172,The 13 Clocks,James Thurber,1950
1173,Astradeni,Eugenia Fakinou,1991
1174,The Vicar of Wakefield,Oliver Goldsmith,1766
1175,Blue of Noon,Georges Bataille,1957
1176,The Roots of Heaven,Romain Gary,1956
1177,The Manila Rope,Veijo Meri,1957
